year,match_radius_m,matched_rows,all_candidates_pass,nearest_candidate_pass,any_candidate_passes,ambiguous_rows
2019,100.0,3631,0.5728449462957863,0.5728449462957863,0.5728449462957863,0
2023,100.0,22817,0.7912521365648421,0.7912521365648421,0.7912521365648421,438
2019,500.0,7465,0.7462826523777629,0.7462826523777629,0.7462826523777629,2473
2023,500.0,27250,0.7948256880733945,0.7948256880733945,0.7948256880733945,16903
