year,sid,customer_rows,providers,distinct_providers,max_distance_km
2023,130044.0,2,"LAPAN, NASA",2,0.14895268409005613
2023,130045.0,2,"LAPAN, NASA",2,0.1483929449074164
2023,130046.0,2,"LAPAN, NASA",2,0.1460881181305694
2023,130047.0,2,"LAPAN, NASA",2,0.14157087436541346
2023,130205.0,2,"LAPAN, NASA",2,0.04226869211482807
2023,130220.0,2,"LAPAN, NASA",2,0.03891827808177549
2023,130227.0,2,"LAPAN, NASA",2,0.034914038902547656
2023,130230.0,2,"LAPAN, NASA",2,0.035107442909368555
2023,130231.0,2,"LAPAN, NASA",2,0.03425072649849785
2023,130238.0,2,"LAPAN, NASA",2,0.0375073640900728
2023,130240.0,2,"LAPAN, NASA",2,0.03906036510680715
2023,130241.0,2,"LAPAN, NASA",2,0.03669437647706095
2023,130242.0,2,"LAPAN, NASA",2,0.03642021081515754
2023,130243.0,2,"LAPAN, NASA",2,0.03782260531923552
2023,130263.0,2,"LAPAN, NASA",2,0.03559972786840444
2023,130269.0,2,"LAPAN, NASA",2,0.042312389303159816
2023,130273.0,2,"LAPAN, NASA",2,0.04248670055158882
2023,130274.0,2,"LAPAN, NASA",2,0.033376981995030246
2023,130282.0,2,"LAPAN, NASA",2,0.03782261720449741
2023,130283.0,2,"LAPAN, NASA",2,0.038934103070552374
2023,130284.0,2,"LAPAN, NASA",2,0.03883512589760532
2023,130303.0,2,"LAPAN, NASA",2,0.03588902011386503
2023,130304.0,2,"LAPAN, NASA",2,0.03452040484436404
2023,130306.0,2,"LAPAN, NASA",2,0.03891827808175841
2023,130307.0,2,"LAPAN, NASA",2,0.03671116297300359
2023,130309.0,2,"LAPAN, NASA",2,0.03533544847639653
2023,130311.0,2,"LAPAN, NASA",2,0.04100353696006803
2023,130324.0,2,"LAPAN, NASA",2,0.035858535641802775
2023,130325.0,2,"LAPAN, NASA",2,0.03729423105700673
2023,130326.0,2,"LAPAN, NASA",2,0.03711199411508064
2023,130327.0,2,"LAPAN, NASA",2,0.040030228883973826
2023,130331.0,2,"LAPAN, NASA",2,0.0388357671603361
2023,130332.0,2,"LAPAN, NASA",2,0.03558242567474062
2023,130335.0,2,"LAPAN, NASA",2,0.04186997074069553
2023,130391.0,2,"LAPAN, NASA",2,0.043493936981843444
2023,130392.0,2,"LAPAN, NASA",2,0.04151539550394267
2023,130393.0,2,"LAPAN, NASA",2,0.04231249663670973
2023,130606.0,2,"LAPAN, NASA",2,0.013024352563024946
2023,131772.0,2,"LAPAN, NASA",2,0.12103138284089211
2023,131773.0,2,"LAPAN, NASA",2,0.11388074847235616
2023,131811.0,2,"LAPAN, NASA",2,0.11297600125369583
2023,131817.0,2,"LAPAN, NASA",2,0.1148348242991065
2023,131818.0,2,"LAPAN, NASA",2,0.11427026597262967
2023,131824.0,2,"LAPAN, NASA",2,0.11794919327780694
2023,131825.0,2,"LAPAN, NASA",2,0.1126046595909538
2023,131871.0,2,"LAPAN, NASA",2,0.11041004237825552
2023,131872.0,2,"LAPAN, NASA",2,0.11626194320777712
2023,131876.0,2,"LAPAN, NASA",2,0.11427164332028758
2023,132569.0,2,"LAPAN, NASA",2,0.08673216258215967
2023,132887.0,2,"LAPAN, NASA",2,0.2156411558427647
2023,132888.0,2,"LAPAN, NASA",2,0.22053820733350876
2023,132889.0,2,"LAPAN, NASA",2,0.21404820737309577
2023,132890.0,2,"LAPAN, NASA",2,0.21765061406415406
2023,132891.0,2,"LAPAN, NASA",2,0.21432752028802987
2023,132892.0,2,"LAPAN, NASA",2,0.21132891954815178
2023,132893.0,2,"LAPAN, NASA",2,0.2128087853033685
2023,132894.0,2,"LAPAN, NASA",2,0.20869246376219108
2023,132895.0,2,"LAPAN, NASA",2,0.21121507565896475
2023,132896.0,2,"LAPAN, NASA",2,0.21820223676049535
2023,132898.0,2,"LAPAN, NASA",2,0.20999995496272805
2023,132899.0,2,"LAPAN, NASA",2,0.21529143762110692
2023,132900.0,2,"LAPAN, NASA",2,0.20977930643036138
2023,132901.0,2,"LAPAN, NASA",2,0.21453437318823732
2023,132903.0,2,"LAPAN, NASA",2,0.216642334657661
2023,132904.0,2,"LAPAN, NASA",2,0.21365862655932735
2023,132905.0,2,"LAPAN, NASA",2,0.21765046195258644
2023,132906.0,2,"LAPAN, NASA",2,0.21866523277440167
2023,132907.0,2,"LAPAN, NASA",2,0.2109082456513002
2023,132909.0,2,"LAPAN, NASA",2,0.2142323510665131
2023,132910.0,2,"LAPAN, NASA",2,0.21956526037256224
2023,132956.0,2,"LAPAN, NASA",2,0.21674662681254614
2023,132965.0,2,"LAPAN, NASA",2,0.21198217788585497
2023,132966.0,2,"LAPAN, NASA",2,0.21501500117949673
2023,132973.0,2,"LAPAN, NASA",2,0.21022168758409018
2023,132976.0,2,"LAPAN, NASA",2,0.21378095392803265
2023,132977.0,2,"LAPAN, NASA",2,0.21845962837974045
2023,132978.0,2,"LAPAN, NASA",2,0.21885559945426378
