customer_id,year,Sumber,Satellite,primary_500m,same_sat_2km,any_sat_500m,same_sat_wide_time_500m
2019:2707,2019,LAPAN,SNPP,False,False,True,False
2019:2709,2019,LAPAN,SNPP,False,False,True,False
2019:2712,2019,LAPAN,SNPP,False,False,True,False
2019:2713,2019,LAPAN,SNPP,False,False,True,False
2019:2714,2019,LAPAN,SNPP,False,False,True,False
2019:2715,2019,LAPAN,SNPP,False,False,True,False
2019:2719,2019,LAPAN,Aqua,False,False,False,False
2019:2720,2019,LAPAN,Aqua,False,False,True,False
2019:2721,2019,LAPAN,Aqua,False,False,True,False
2019:2722,2019,LAPAN,Aqua,False,False,True,False
2019:2723,2019,LAPAN,Aqua,False,False,True,False
2019:2724,2019,LAPAN,Aqua,False,False,True,False
2019:2725,2019,LAPAN,Aqua,False,False,True,False
2019:2727,2019,LAPAN,Aqua,False,False,True,False
2019:2729,2019,LAPAN,Aqua,False,False,True,False
2019:2730,2019,LAPAN,Aqua,False,False,True,False
2019:2731,2019,LAPAN,Aqua,False,False,True,False
2019:2732,2019,LAPAN,Aqua,False,False,True,False
2019:2733,2019,LAPAN,Aqua,False,False,True,False
2019:2734,2019,LAPAN,Aqua,False,False,True,False
2019:2737,2019,LAPAN,Aqua,False,False,True,False
2019:2738,2019,LAPAN,Aqua,False,False,True,False
2019:2739,2019,LAPAN,Aqua,False,False,True,False
2019:2740,2019,LAPAN,Aqua,False,False,True,False
2019:2741,2019,LAPAN,Aqua,False,False,True,False
2019:2742,2019,LAPAN,Aqua,False,False,True,False
2019:2743,2019,LAPAN,Aqua,False,False,True,False
2019:2744,2019,LAPAN,Aqua,False,False,False,False
2019:2746,2019,LAPAN,Aqua,False,False,True,False
2019:2747,2019,LAPAN,Aqua,False,False,False,False
2019:2748,2019,LAPAN,Aqua,False,False,True,False
2019:2749,2019,LAPAN,Aqua,False,False,True,False
2019:2750,2019,LAPAN,Aqua,False,False,True,False
2019:2751,2019,LAPAN,Aqua,False,False,True,False
2019:2752,2019,LAPAN,Aqua,False,False,False,False
2019:2753,2019,LAPAN,Aqua,False,False,False,False
2019:2754,2019,ASMC,NOAA20,False,False,False,False
2019:2755,2019,ASMC,NOAA20,False,False,False,False
2019:2756,2019,LAPAN,Terra,False,False,False,False
2019:2757,2019,LAPAN,Terra,False,False,False,False
2019:2758,2019,LAPAN,Terra,False,False,False,False
2019:2759,2019,LAPAN,Terra,False,False,False,False
2019:2760,2019,LAPAN,Terra,False,False,False,False
2019:2761,2019,LAPAN,Terra,False,False,False,False
2019:2762,2019,LAPAN,Terra,False,False,False,False
2019:2763,2019,LAPAN,Terra,False,False,False,False
2019:2764,2019,LAPAN,Terra,False,False,False,False
2019:2765,2019,LAPAN,Terra,False,False,False,False
2019:2770,2019,LAPAN,Aqua,False,False,False,False
2019:2772,2019,LAPAN,Aqua,False,False,False,False
2019:2773,2019,LAPAN,Aqua,False,False,False,False
2019:2774,2019,LAPAN,Aqua,False,False,False,False
2019:2775,2019,LAPAN,SNPP,False,False,True,True
2019:2776,2019,LAPAN,SNPP,False,False,True,True
2019:2777,2019,LAPAN,SNPP,False,False,True,True
2019:2778,2019,LAPAN,SNPP,False,False,True,True
2019:2779,2019,LAPAN,SNPP,False,False,True,True
2019:2780,2019,LAPAN,SNPP,False,False,True,True
2019:2781,2019,LAPAN,SNPP,False,False,True,True
2019:2782,2019,LAPAN,Terra,False,False,False,False
2019:2785,2019,LAPAN,Terra,False,False,False,False
2019:2789,2019,LAPAN,Terra,False,False,False,False
2019:2791,2019,LAPAN,Terra,False,True,False,False
2019:2795,2019,LAPAN,SNPP,False,False,True,False
2019:2796,2019,LAPAN,SNPP,False,False,True,False
2019:2797,2019,LAPAN,SNPP,False,False,True,False
2019:2798,2019,LAPAN,SNPP,False,False,True,False
2019:2799,2019,LAPAN,SNPP,False,False,False,False
2019:2800,2019,LAPAN,SNPP,False,False,True,False
2019:2801,2019,LAPAN,SNPP,False,False,False,False
2019:2802,2019,LAPAN,SNPP,False,False,True,False
2019:2803,2019,LAPAN,SNPP,False,False,True,False
2019:2804,2019,LAPAN,SNPP,False,False,True,False
2019:2805,2019,LAPAN,SNPP,False,False,False,False
2019:2806,2019,LAPAN,SNPP,False,False,True,False
2019:2807,2019,LAPAN,SNPP,False,False,False,False
2019:2808,2019,LAPAN,SNPP,False,False,True,False
2019:2809,2019,LAPAN,SNPP,False,False,False,False
2019:2810,2019,LAPAN,SNPP,False,False,True,False
2019:2811,2019,LAPAN,SNPP,False,False,True,False
2019:2813,2019,LAPAN,Aqua,False,False,True,False
2019:2839,2019,LAPAN,Aqua,False,False,False,False
2019:2840,2019,LAPAN,Aqua,False,False,False,False
2019:2846,2019,LAPAN,SNPP,False,False,False,False
2019:2858,2019,ASMC,NOAA20,False,False,False,False
2019:2859,2019,ASMC,NOAA20,False,False,False,False
2019:2860,2019,ASMC,NOAA20,False,False,False,False
2019:2861,2019,ASMC,NOAA20,False,False,False,False
2019:2862,2019,ASMC,NOAA20,False,False,False,False
2019:2863,2019,ASMC,NOAA20,False,False,False,False
2019:2864,2019,ASMC,NOAA20,False,False,False,False
2019:2865,2019,ASMC,NOAA20,False,False,False,False
2019:2866,2019,ASMC,NOAA20,False,False,False,False
2019:2867,2019,ASMC,NOAA20,False,False,False,False
2019:2868,2019,ASMC,NOAA20,False,False,False,False
2019:2905,2019,LAPAN,SNPP,False,False,True,True
2019:2907,2019,LAPAN,SNPP,False,False,True,True
2019:2910,2019,LAPAN,SNPP,False,False,True,True
2019:2911,2019,LAPAN,SNPP,False,False,True,False
2019:2912,2019,LAPAN,SNPP,False,False,True,False
2019:2916,2019,LAPAN,SNPP,False,False,True,True
2019:2917,2019,LAPAN,SNPP,False,False,True,True
2019:2919,2019,LAPAN,SNPP,False,False,True,True
2019:2922,2019,LAPAN,SNPP,False,False,True,True
2019:2924,2019,LAPAN,SNPP,False,False,True,True
2019:2929,2019,LAPAN,SNPP,False,False,True,False
2019:2930,2019,LAPAN,SNPP,False,False,True,False
2019:2933,2019,LAPAN,SNPP,False,False,True,False
2019:2934,2019,LAPAN,SNPP,False,False,True,False
2019:2937,2019,LAPAN,SNPP,False,False,True,False
2019:2942,2019,LAPAN,SNPP,False,False,True,False
2019:2943,2019,LAPAN,SNPP,False,False,True,True
2019:2948,2019,LAPAN,SNPP,False,False,True,True
2019:2949,2019,LAPAN,SNPP,False,False,True,True
2019:2950,2019,LAPAN,SNPP,False,False,True,True
2019:2951,2019,LAPAN,SNPP,False,False,True,False
2019:2962,2019,LAPAN,SNPP,False,False,False,False
2019:2966,2019,LAPAN,SNPP,False,False,False,False
2019:2967,2019,LAPAN,SNPP,False,False,False,False
2019:2968,2019,LAPAN,SNPP,False,False,False,False
2019:2969,2019,LAPAN,SNPP,False,False,False,False
2019:2970,2019,LAPAN,SNPP,False,False,False,False
2019:2971,2019,LAPAN,SNPP,False,True,False,False
2019:2975,2019,LAPAN,SNPP,False,True,False,False
2019:2976,2019,LAPAN,SNPP,False,False,False,False
2019:2978,2019,LAPAN,SNPP,False,True,False,False
2019:2979,2019,LAPAN,SNPP,False,False,False,False
2019:2981,2019,LAPAN,SNPP,False,False,False,False
2019:2985,2019,LAPAN,SNPP,False,True,False,False
2019:2986,2019,LAPAN,SNPP,False,False,False,False
2019:2992,2019,LAPAN,SNPP,False,False,False,False
2019:2993,2019,LAPAN,SNPP,False,False,False,False
2019:2994,2019,LAPAN,SNPP,False,False,False,False
2019:3000,2019,LAPAN,SNPP,False,True,False,False
2019:3001,2019,LAPAN,SNPP,False,False,False,False
2019:3005,2019,LAPAN,SNPP,False,True,False,False
2019:3007,2019,LAPAN,Aqua,False,False,False,False
2019:3008,2019,LAPAN,Aqua,False,False,False,False
2019:3011,2019,LAPAN,Aqua,False,False,False,False
2019:3012,2019,LAPAN,Aqua,False,False,False,False
2019:3013,2019,LAPAN,Aqua,False,False,True,False
2019:3018,2019,LAPAN,Aqua,False,False,False,False
2019:3019,2019,ASMC,NOAA20,False,True,False,False
2019:3024,2019,LAPAN,Aqua,False,False,False,False
2019:3026,2019,LAPAN,Aqua,False,False,False,False
2019:3030,2019,LAPAN,Aqua,False,False,True,False
2019:3032,2019,LAPAN,Aqua,False,False,False,False
2019:3040,2019,LAPAN,Aqua,False,False,False,False
2019:3041,2019,LAPAN,Aqua,False,True,True,False
2019:3042,2019,ASMC,NOAA20,False,True,False,False
2019:3043,2019,LAPAN,Aqua,False,False,False,False
2019:3046,2019,ASMC,NOAA20,False,False,False,False
2019:3047,2019,LAPAN,Aqua,False,False,True,False
2019:3049,2019,LAPAN,Aqua,False,False,False,False
2019:3050,2019,ASMC,NOAA20,False,False,False,False
2019:3054,2019,LAPAN,Aqua,False,False,False,False
2019:3055,2019,LAPAN,Aqua,False,False,False,False
2019:3057,2019,ASMC,NOAA20,False,False,False,False
2019:3058,2019,ASMC,NOAA20,False,False,False,False
2019:3059,2019,ASMC,NOAA20,False,False,False,False
2019:3060,2019,ASMC,NOAA20,False,False,False,False
2019:3061,2019,ASMC,NOAA20,False,False,False,False
2019:3062,2019,ASMC,NOAA20,False,False,False,False
2019:3063,2019,ASMC,NOAA20,False,False,False,False
2019:3064,2019,ASMC,NOAA20,False,False,False,False
2019:3065,2019,ASMC,NOAA20,False,False,False,False
2019:3066,2019,ASMC,NOAA20,False,False,False,False
2019:3067,2019,ASMC,NOAA20,False,False,False,False
2019:3068,2019,ASMC,NOAA20,False,False,False,False
2019:3069,2019,ASMC,NOAA20,False,False,False,False
2019:3072,2019,LAPAN,Aqua,False,False,True,False
2019:3073,2019,LAPAN,Aqua,False,False,True,False
2019:3074,2019,LAPAN,Aqua,False,False,True,False
2019:3075,2019,LAPAN,Aqua,False,False,True,False
2019:3077,2019,0-3082272,Unknown,False,False,False,False
2019:3087,2019,LAPAN,SNPP,False,False,True,False
2019:3088,2019,LAPAN,SNPP,False,False,True,False
2019:3091,2019,LAPAN,SNPP,False,False,True,False
2019:3092,2019,LAPAN,SNPP,False,False,True,True
2019:3096,2019,LAPAN,SNPP,False,False,True,True
2019:3097,2019,LAPAN,Aqua,False,False,False,False
2019:3098,2019,LAPAN,SNPP,False,False,True,True
2019:3101,2019,LAPAN,SNPP,False,False,True,False
2019:3104,2019,LAPAN,SNPP,False,False,True,True
2019:3112,2019,LAPAN,SNPP,False,False,False,False
2019:3114,2019,LAPAN,SNPP,False,False,True,True
2019:3116,2019,LAPAN,SNPP,False,False,True,True
2019:3118,2019,LAPAN,Aqua,False,True,False,False
2019:3119,2019,ASMC,NOAA20,False,True,False,False
2019:3123,2019,LAPAN,SNPP,False,False,True,False
2019:3124,2019,LAPAN,Aqua,False,False,False,False
2019:3125,2019,LAPAN,SNPP,False,False,True,False
2019:3128,2019,0-3083220,Unknown,False,False,False,False
2019:3194,2019,LAPAN,SNPP,False,False,True,False
2019:3195,2019,LAPAN,SNPP,False,False,True,False
2019:3196,2019,LAPAN,SNPP,False,False,True,False
2019:3197,2019,LAPAN,SNPP,False,False,True,False
2019:3198,2019,LAPAN,SNPP,False,False,True,False
2019:3199,2019,LAPAN,SNPP,False,False,True,False
2019:3200,2019,LAPAN,SNPP,False,False,True,False
2019:3201,2019,LAPAN,SNPP,False,False,True,False
2019:3202,2019,LAPAN,SNPP,False,False,True,False
2019:3203,2019,LAPAN,SNPP,False,False,True,False
2019:3204,2019,LAPAN,SNPP,False,False,True,False
2019:3205,2019,LAPAN,SNPP,False,False,True,False
2019:3206,2019,LAPAN,SNPP,False,False,True,False
2019:3207,2019,LAPAN,SNPP,False,False,True,False
2019:3208,2019,LAPAN,SNPP,False,False,True,False
2019:3209,2019,LAPAN,SNPP,False,False,True,False
2019:3210,2019,LAPAN,SNPP,False,False,True,False
2019:3296,2019,LAPAN,Terra,False,True,False,False
2019:3301,2019,LAPAN,Terra,False,True,False,False
2019:3302,2019,LAPAN,Terra,False,False,False,False
2019:3314,2019,LAPAN,SNPP,False,False,True,True
2019:3315,2019,LAPAN,Aqua,False,True,True,False
2019:3316,2019,LAPAN,SNPP,False,False,True,False
2019:3317,2019,LAPAN,SNPP,False,False,True,False
2019:3318,2019,LAPAN,SNPP,False,False,True,False
2019:3320,2019,LAPAN,SNPP,False,False,True,True
2019:3321,2019,LAPAN,SNPP,False,False,False,False
2019:3323,2019,LAPAN,SNPP,False,False,True,True
2019:3324,2019,LAPAN,SNPP,False,False,False,True
2019:3326,2019,ASMC,NOAA20,False,True,False,False
2019:3327,2019,ASMC,NOAA20,False,True,False,False
2019:3332,2019,LAPAN,SNPP,False,False,True,False
2019:3334,2019,LAPAN,Aqua,False,True,False,False
2019:3335,2019,LAPAN,SNPP,False,False,True,False
2019:3337,2019,LAPAN,SNPP,False,False,True,True
2019:3338,2019,LAPAN,SNPP,False,False,True,False
2019:3340,2019,LAPAN,SNPP,False,False,True,True
2019:3342,2019,ASMC,NOAA20,False,True,True,False
2019:3343,2019,ASMC,NOAA20,False,True,False,False
2019:3346,2019,ASMC,NOAA20,False,True,False,False
2019:3347,2019,ASMC,NOAA20,False,True,False,False
2019:3349,2019,LAPAN,SNPP,False,False,False,False
2019:3350,2019,LAPAN,Aqua,False,True,True,False
2019:3354,2019,ASMC,NOAA20,False,True,False,False
2019:3355,2019,LAPAN,SNPP,False,False,True,True
2019:3358,2019,ASMC,NOAA20,False,True,False,False
2019:3360,2019,LAPAN,SNPP,False,False,False,True
2019:3362,2019,LAPAN,SNPP,False,False,True,False
2019:3364,2019,LAPAN,SNPP,False,False,True,False
2019:3366,2019,LAPAN,SNPP,False,False,True,False
2019:3367,2019,LAPAN,SNPP,False,False,True,True
2019:3368,2019,LAPAN,Aqua,False,True,True,False
2019:3371,2019,LAPAN,Aqua,False,True,True,False
2019:3373,2019,LAPAN,SNPP,False,False,True,False
2019:3374,2019,LAPAN,SNPP,False,False,True,False
2019:3380,2019,ASMC,NOAA20,False,False,False,False
2019:3381,2019,LAPAN,Aqua,False,True,False,False
2019:3383,2019,ASMC,NOAA20,False,True,False,False
2019:3385,2019,LAPAN,SNPP,False,False,False,True
2019:3386,2019,ASMC,NOAA20,False,True,False,False
2019:3389,2019,ASMC,NOAA20,False,False,False,False
2019:3390,2019,LAPAN,SNPP,False,False,False,False
2019:3391,2019,ASMC,NOAA20,False,False,False,False
2019:3392,2019,LAPAN,SNPP,False,False,True,False
2019:3393,2019,LAPAN,SNPP,False,False,False,False
2019:3394,2019,LAPAN,SNPP,False,False,False,False
2019:3395,2019,LAPAN,SNPP,False,False,False,False
2019:3396,2019,ASMC,NOAA20,False,False,False,False
2019:3397,2019,LAPAN,SNPP,False,False,False,False
2019:3399,2019,ASMC,NOAA20,False,True,False,False
2019:3401,2019,ASMC,NOAA20,False,False,False,False
2019:3402,2019,ASMC,NOAA20,False,False,False,False
2019:3406,2019,LAPAN,SNPP,False,False,True,False
2019:3407,2019,LAPAN,Aqua,False,True,False,False
2019:3409,2019,LAPAN,SNPP,False,False,True,False
2019:3411,2019,LAPAN,SNPP,False,False,False,False
2019:3412,2019,LAPAN,SNPP,False,False,True,False
2019:3413,2019,LAPAN,SNPP,False,False,True,False
2019:3418,2019,LAPAN,SNPP,False,False,True,False
2019:3419,2019,LAPAN,SNPP,False,False,False,False
2019:3421,2019,ASMC,NOAA20,False,True,False,False
2019:3425,2019,LAPAN,SNPP,False,False,True,False
2019:3426,2019,LAPAN,SNPP,False,False,True,False
2019:3429,2019,ASMC,NOAA20,False,False,False,False
2019:3431,2019,LAPAN,SNPP,False,False,True,True
2019:3434,2019,LAPAN,SNPP,False,False,False,True
2019:3435,2019,ASMC,NOAA20,False,True,True,False
2019:3436,2019,ASMC,NOAA20,False,False,False,False
2019:3437,2019,ASMC,NOAA20,False,True,False,False
2019:3438,2019,LAPAN,SNPP,False,False,True,False
2019:3440,2019,LAPAN,SNPP,False,False,True,True
2019:3443,2019,LAPAN,SNPP,False,False,True,True
2019:3445,2019,ASMC,NOAA20,False,True,False,False
2019:3447,2019,LAPAN,SNPP,False,False,True,False
2019:3449,2019,LAPAN,SNPP,False,False,True,False
2019:3450,2019,LAPAN,SNPP,False,False,True,False
2019:3451,2019,ASMC,NOAA20,False,True,False,False
2019:3453,2019,LAPAN,SNPP,False,False,False,True
2019:3454,2019,ASMC,NOAA20,False,True,False,False
2019:3455,2019,LAPAN,SNPP,False,False,True,False
2019:3457,2019,LAPAN,SNPP,False,False,False,False
2019:3458,2019,LAPAN,SNPP,False,False,True,False
2019:3459,2019,LAPAN,Aqua,False,False,True,False
2019:3462,2019,LAPAN,Aqua,False,True,True,False
2019:3465,2019,LAPAN,SNPP,False,False,True,False
2019:3466,2019,LAPAN,SNPP,False,False,True,True
2019:3468,2019,LAPAN,SNPP,False,False,True,False
2019:3469,2019,LAPAN,SNPP,False,False,True,False
2019:3472,2019,LAPAN,Aqua,False,True,True,False
2019:3474,2019,ASMC,NOAA20,False,False,True,False
2019:3475,2019,ASMC,NOAA20,False,True,True,False
2019:3477,2019,LAPAN,SNPP,False,False,True,True
2019:3485,2019,LAPAN,SNPP,False,False,True,False
2019:3487,2019,LAPAN,SNPP,False,False,True,False
2019:3489,2019,LAPAN,SNPP,False,False,False,False
2019:3560,2019,LAPAN,Terra,False,False,False,False
2019:3561,2019,LAPAN,Terra,False,False,False,False
2019:3562,2019,LAPAN,Terra,False,False,False,False
2019:3563,2019,LAPAN,Terra,False,False,False,False
2019:3564,2019,LAPAN,Terra,False,False,False,False
2019:3565,2019,LAPAN,Terra,False,False,False,False
2019:3566,2019,LAPAN,Terra,False,False,False,False
2019:3567,2019,LAPAN,Terra,False,False,False,False
2019:3568,2019,LAPAN,Terra,False,False,False,False
2019:3569,2019,LAPAN,Terra,False,False,False,False
2019:3570,2019,LAPAN,Terra,False,False,False,False
2019:3571,2019,LAPAN,Terra,False,False,False,False
2019:3572,2019,LAPAN,Terra,False,False,False,False
2019:3573,2019,LAPAN,Terra,False,False,False,False
2019:3589,2019,LAPAN,Aqua,False,True,False,False
2019:3597,2019,LAPAN,Aqua,False,True,False,False
2019:3605,2019,LAPAN,Aqua,False,True,False,False
2019:3610,2019,LAPAN,Aqua,False,False,False,False
2019:3613,2019,LAPAN,Aqua,False,True,False,False
2019:3614,2019,LAPAN,SNPP,False,False,True,False
2019:3615,2019,LAPAN,SNPP,False,False,True,False
2019:3616,2019,LAPAN,SNPP,False,False,True,False
2019:3617,2019,LAPAN,SNPP,False,False,True,False
2019:3618,2019,LAPAN,SNPP,False,False,False,False
2019:3619,2019,LAPAN,SNPP,False,False,True,False
2019:3620,2019,LAPAN,SNPP,False,False,False,False
2019:3627,2019,ASMC,NOAA20,False,False,False,False
2019:3628,2019,ASMC,NOAA20,False,True,False,False
2019:3632,2019,LAPAN,SNPP,False,False,True,False
2019:3633,2019,LAPAN,SNPP,False,False,True,False
2019:3634,2019,ASMC,NOAA20,False,False,False,False
2019:3639,2019,LAPAN,SNPP,False,False,True,False
2019:3640,2019,LAPAN,SNPP,False,False,True,False
2019:3641,2019,LAPAN,SNPP,False,False,True,False
2019:3642,2019,LAPAN,SNPP,False,False,True,False
2019:3643,2019,LAPAN,SNPP,False,False,False,False
2019:3644,2019,LAPAN,SNPP,False,False,True,False
2019:3646,2019,LAPAN,SNPP,False,False,True,False
2019:3650,2019,LAPAN,SNPP,False,False,True,False
2019:3652,2019,ASMC,NOAA20,False,False,False,False
2019:3654,2019,ASMC,NOAA20,False,True,False,False
2019:3655,2019,ASMC,NOAA20,False,True,False,False
2019:3656,2019,LAPAN,SNPP,False,False,False,False
2019:3657,2019,LAPAN,SNPP,False,False,False,False
2019:3658,2019,ASMC,NOAA20,False,True,False,False
2019:3659,2019,ASMC,NOAA20,False,True,False,False
2019:3660,2019,ASMC,NOAA20,False,False,False,False
2019:3663,2019,ASMC,NOAA20,False,True,False,False
2019:3667,2019,ASMC,NOAA20,False,True,False,False
2019:3668,2019,ASMC,NOAA20,False,True,False,False
2019:3670,2019,LAPAN,SNPP,False,False,True,False
2019:3671,2019,LAPAN,SNPP,False,False,True,False
2019:3675,2019,LAPAN,SNPP,False,False,True,False
2019:3676,2019,LAPAN,SNPP,False,False,True,False
2019:3679,2019,ASMC,NOAA20,False,True,False,False
2019:3680,2019,LAPAN,SNPP,False,False,False,False
2019:3685,2019,ASMC,NOAA20,False,False,False,False
2019:3686,2019,LAPAN,SNPP,False,False,False,False
2019:3687,2019,ASMC,NOAA20,False,False,False,False
2019:3688,2019,ASMC,NOAA20,False,True,False,False
2019:3689,2019,LAPAN,SNPP,False,False,True,False
2019:3690,2019,LAPAN,SNPP,False,False,False,False
2019:3691,2019,LAPAN,SNPP,False,False,True,False
2019:3692,2019,LAPAN,SNPP,False,False,True,False
2019:3693,2019,LAPAN,SNPP,False,False,True,False
2019:3694,2019,LAPAN,SNPP,False,False,True,False
2019:3695,2019,LAPAN,SNPP,False,False,False,False
2019:3696,2019,LAPAN,SNPP,False,False,False,False
2019:3697,2019,ASMC,NOAA20,False,True,False,False
2019:3702,2019,ASMC,NOAA20,False,False,False,False
2019:3703,2019,LAPAN,SNPP,False,False,True,False
2019:3704,2019,LAPAN,SNPP,False,False,True,False
2019:3705,2019,LAPAN,SNPP,False,False,True,False
2019:3709,2019,ASMC,NOAA20,False,False,False,False
2019:3710,2019,LAPAN,SNPP,False,False,False,False
2019:3711,2019,ASMC,NOAA20,False,True,False,False
2019:3713,2019,ASMC,NOAA20,False,True,False,False
2019:3714,2019,LAPAN,SNPP,False,False,True,False
2019:3716,2019,LAPAN,SNPP,False,False,False,False
2019:3720,2019,ASMC,NOAA20,False,True,False,False
2019:3721,2019,ASMC,NOAA20,False,True,False,False
2019:3722,2019,ASMC,NOAA20,False,True,False,False
2019:3723,2019,LAPAN,SNPP,False,False,True,False
2019:3724,2019,LAPAN,SNPP,False,False,False,False
2019:3727,2019,LAPAN,SNPP,False,False,True,False
2019:3728,2019,LAPAN,SNPP,False,False,False,False
2019:3729,2019,ASMC,NOAA20,False,False,False,False
2019:3731,2019,LAPAN,SNPP,False,False,True,False
2019:3732,2019,LAPAN,SNPP,False,False,False,False
2019:3733,2019,ASMC,NOAA20,False,True,False,False
2019:3734,2019,LAPAN,SNPP,False,False,True,False
2019:3735,2019,ASMC,NOAA20,False,True,False,False
2019:3736,2019,LAPAN,SNPP,False,False,False,False
2019:3737,2019,LAPAN,SNPP,False,False,False,False
2019:3739,2019,LAPAN,SNPP,False,False,True,False
2019:3741,2019,LAPAN,SNPP,False,False,True,False
2019:3744,2019,ASMC,NOAA20,False,True,False,False
2019:3745,2019,LAPAN,SNPP,False,False,True,False
2019:3746,2019,ASMC,NOAA20,False,True,False,False
2019:3750,2019,LAPAN,SNPP,False,False,True,False
2019:3752,2019,LAPAN,SNPP,False,False,True,False
2019:3753,2019,LAPAN,SNPP,False,False,True,False
2019:3754,2019,LAPAN,SNPP,False,False,False,False
2019:3758,2019,LAPAN,SNPP,False,False,True,False
2019:3760,2019,LAPAN,SNPP,False,False,True,False
2019:3762,2019,LAPAN,SNPP,False,False,True,False
2019:3763,2019,LAPAN,SNPP,False,False,True,False
2019:3764,2019,LAPAN,SNPP,False,False,True,False
2019:3767,2019,LAPAN,SNPP,False,False,False,False
2019:3931,2019,LAPAN,Terra,False,True,False,False
2019:3932,2019,LAPAN,Terra,False,False,False,False
2019:3942,2019,LAPAN,Terra,False,False,False,False
2019:3944,2019,LAPAN,Terra,False,True,False,False
2019:3952,2019,LAPAN,Terra,False,True,False,False
2019:3953,2019,LAPAN,Terra,False,True,False,False
2019:3958,2019,LAPAN,SNPP,False,False,True,False
2019:3960,2019,LAPAN,SNPP,False,False,True,False
2019:3962,2019,LAPAN,SNPP,False,False,True,False
2019:3964,2019,LAPAN,SNPP,False,False,True,False
2019:3965,2019,LAPAN,SNPP,False,False,True,False
2019:3966,2019,LAPAN,SNPP,False,False,True,False
2019:3968,2019,LAPAN,SNPP,False,False,True,False
2019:3969,2019,ASMC,NOAA20,False,True,False,False
2019:3970,2019,LAPAN,SNPP,False,False,True,False
2019:3972,2019,ASMC,NOAA20,False,True,False,False
2019:3975,2019,LAPAN,SNPP,False,False,True,False
2019:3979,2019,LAPAN,SNPP,False,False,True,False
2019:3980,2019,LAPAN,SNPP,False,False,True,False
2019:3981,2019,ASMC,NOAA20,False,True,False,False
2019:3983,2019,LAPAN,SNPP,False,False,True,False
2019:3991,2019,LAPAN,SNPP,False,False,True,False
2019:3993,2019,LAPAN,SNPP,False,False,True,False
2019:3994,2019,ASMC,NOAA20,False,True,False,False
2019:3995,2019,LAPAN,SNPP,False,False,True,False
2019:3999,2019,LAPAN,Aqua,False,True,True,False
2019:4014,2019,LAPAN,Aqua,False,True,True,False
2019:4024,2019,LAPAN,Aqua,False,False,True,False
2019:4030,2019,LAPAN,Aqua,False,False,False,False
2019:4034,2019,LAPAN,Aqua,False,False,False,False
2019:4058,2019,LAPAN,Aqua,False,False,True,False
2019:4106,2019,LAPAN,Aqua,False,True,True,False
2019:4123,2019,LAPAN,SNPP,False,False,True,True
2019:4124,2019,LAPAN,SNPP,False,False,True,True
2019:4125,2019,LAPAN,SNPP,False,False,True,True
2019:4126,2019,LAPAN,Aqua,False,False,False,False
2019:4127,2019,LAPAN,SNPP,False,False,True,True
2019:4128,2019,LAPAN,Aqua,False,False,True,False
2019:4129,2019,LAPAN,SNPP,False,False,True,True
2019:4130,2019,LAPAN,SNPP,False,False,True,True
2019:4131,2019,LAPAN,SNPP,False,False,True,True
2019:4132,2019,LAPAN,Aqua,False,False,True,False
2019:4133,2019,LAPAN,Aqua,False,False,True,False
2019:4134,2019,LAPAN,SNPP,False,False,True,True
2019:4135,2019,LAPAN,Aqua,False,False,False,False
2019:4136,2019,LAPAN,SNPP,False,False,True,True
2019:4137,2019,LAPAN,Aqua,False,False,True,False
2019:4138,2019,LAPAN,SNPP,False,False,True,True
2019:4139,2019,LAPAN,SNPP,False,False,True,True
2019:4140,2019,LAPAN,SNPP,False,False,True,True
2019:4141,2019,LAPAN,SNPP,False,False,True,True
2019:4142,2019,LAPAN,SNPP,False,False,True,True
2019:4143,2019,LAPAN,SNPP,False,False,True,True
2019:4144,2019,LAPAN,SNPP,False,False,True,True
2019:4145,2019,LAPAN,Aqua,False,False,True,False
2019:4146,2019,LAPAN,SNPP,False,False,True,False
2019:4147,2019,LAPAN,SNPP,False,False,True,True
2019:4148,2019,LAPAN,Aqua,False,False,False,False
2019:4149,2019,LAPAN,SNPP,False,False,True,True
2019:4150,2019,LAPAN,SNPP,False,False,True,True
2019:4151,2019,LAPAN,SNPP,False,False,True,True
2019:4152,2019,LAPAN,SNPP,False,False,True,True
2019:4153,2019,LAPAN,SNPP,False,False,True,True
2019:4154,2019,LAPAN,Aqua,False,False,True,False
2019:4155,2019,LAPAN,SNPP,False,False,True,True
2019:4156,2019,LAPAN,Aqua,False,False,True,False
2019:4157,2019,LAPAN,SNPP,False,False,True,True
2019:4158,2019,LAPAN,SNPP,False,False,True,False
2019:4159,2019,LAPAN,SNPP,False,False,True,True
2019:4160,2019,LAPAN,SNPP,False,False,True,True
2019:4161,2019,LAPAN,Aqua,False,False,True,False
2019:4162,2019,LAPAN,SNPP,False,False,True,False
2019:4163,2019,LAPAN,SNPP,False,False,True,True
2019:4164,2019,LAPAN,SNPP,False,False,True,True
2019:4165,2019,LAPAN,SNPP,False,False,True,True
2019:4166,2019,LAPAN,SNPP,False,False,True,False
2019:4167,2019,LAPAN,SNPP,False,False,True,True
2019:4168,2019,LAPAN,SNPP,False,False,True,False
2019:4169,2019,LAPAN,SNPP,False,False,True,True
2019:4170,2019,LAPAN,SNPP,False,False,True,True
2019:4171,2019,LAPAN,SNPP,False,False,True,False
2019:4172,2019,LAPAN,Aqua,False,False,True,False
