customer_id,year,Sumber,Satellite,primary_500m,same_sat_2km,any_sat_500m,same_sat_wide_time_500m
2019:879,2019,LAPAN,Terra,False,False,False,False
2019:880,2019,LAPAN,Terra,False,False,False,False
2019:881,2019,LAPAN,Terra,False,False,False,False
2019:882,2019,LAPAN,Terra,False,False,False,False
2019:883,2019,LAPAN,Terra,False,False,False,False
2019:884,2019,LAPAN,Terra,False,False,False,False
2019:885,2019,LAPAN,SNPP,False,False,True,True
2019:886,2019,LAPAN,SNPP,False,False,True,False
2019:887,2019,LAPAN,SNPP,False,False,True,False
2019:888,2019,LAPAN,SNPP,False,False,True,False
2019:889,2019,LAPAN,SNPP,False,False,True,False
2019:890,2019,LAPAN,SNPP,False,False,True,False
2019:891,2019,LAPAN,SNPP,False,False,True,False
2019:892,2019,LAPAN,SNPP,False,False,True,True
2019:898,2019,0-3083220,Unknown,False,False,False,False
2019:900,2019,LAPAN,Aqua,False,False,False,False
2019:901,2019,LAPAN,Aqua,False,False,False,False
2019:902,2019,ASMC,NOAA20,False,False,False,False
2019:903,2019,ASMC,NOAA20,False,False,False,False
2019:904,2019,ASMC,NOAA20,False,False,False,False
2019:905,2019,ASMC,NOAA20,False,False,False,False
2019:906,2019,LAPAN,SNPP,False,False,True,False
2019:907,2019,LAPAN,SNPP,False,False,True,False
2019:908,2019,LAPAN,SNPP,False,False,True,False
2019:909,2019,LAPAN,SNPP,False,False,True,False
2019:910,2019,LAPAN,SNPP,False,False,True,False
2019:911,2019,LAPAN,SNPP,False,False,True,False
2019:924,2019,LAPAN,SNPP,False,False,True,False
2019:927,2019,LAPAN,SNPP,False,False,True,False
2019:934,2019,LAPAN,SNPP,False,True,True,False
2019:939,2019,LAPAN,SNPP,False,False,True,False
2019:943,2019,ASMC,NOAA20,False,False,False,False
2019:944,2019,ASMC,NOAA20,False,False,False,False
2019:945,2019,ASMC,NOAA20,False,False,False,False
2019:946,2019,ASMC,NOAA20,False,False,False,False
2019:947,2019,ASMC,NOAA20,False,False,False,False
2019:948,2019,ASMC,NOAA20,False,False,False,False
2019:949,2019,ASMC,NOAA20,False,False,False,False
2019:950,2019,ASMC,NOAA20,False,False,False,False
2019:951,2019,ASMC,NOAA20,False,False,False,False
2019:959,2019,LAPAN,Aqua,False,False,True,False
2019:971,2019,LAPAN,Terra,False,False,False,False
2019:972,2019,LAPAN,Aqua,False,False,False,False
2019:976,2019,ASMC,NOAA20,False,False,False,False
2019:977,2019,ASMC,NOAA20,False,False,False,False
2019:978,2019,ASMC,NOAA20,False,False,False,False
2019:979,2019,ASMC,NOAA20,False,False,False,False
2019:980,2019,ASMC,NOAA20,False,False,False,False
2019:981,2019,ASMC,NOAA20,False,False,False,False
2019:982,2019,ASMC,NOAA20,False,False,False,False
2019:983,2019,ASMC,NOAA20,False,False,False,False
2019:984,2019,LAPAN,Terra,False,False,False,True
2019:985,2019,LAPAN,Terra,False,False,False,True
2019:990,2019,ASMC,NOAA20,False,False,False,False
2019:991,2019,ASMC,NOAA20,False,False,False,False
2019:992,2019,ASMC,NOAA20,False,False,False,False
2019:993,2019,ASMC,NOAA20,False,False,False,False
2019:998,2019,LAPAN,Aqua,False,False,False,True
2019:1001,2019,LAPAN,Aqua,False,False,True,True
2019:1002,2019,LAPAN,Aqua,False,False,False,True
2019:1005,2019,LAPAN,Aqua,False,False,True,True
2019:1006,2019,LAPAN,Aqua,False,False,False,True
2019:1008,2019,ASMC,NOAA20,False,False,False,False
2019:1009,2019,LAPAN,Aqua,False,False,True,False
2019:1010,2019,LAPAN,Terra,False,True,False,False
2019:1012,2019,LAPAN,Aqua,False,False,False,False
2019:1014,2019,LAPAN,SNPP,False,False,False,False
2019:1016,2019,LAPAN,SNPP,False,False,True,False
2019:1037,2019,ASMC,NOAA20,False,False,False,False
2019:1038,2019,ASMC,NOAA20,False,False,False,False
2019:1039,2019,ASMC,NOAA20,False,False,False,False
2019:1040,2019,LAPAN,SNPP,False,False,True,True
2019:1043,2019,LAPAN,Terra,False,False,False,False
2019:1051,2019,LAPAN,Aqua,False,True,False,False
2019:1054,2019,ASMC,NOAA20,False,False,False,False
2019:1055,2019,ASMC,NOAA20,False,False,False,False
2019:1056,2019,ASMC,NOAA20,False,False,False,False
2019:1057,2019,ASMC,NOAA20,False,False,False,False
2019:1058,2019,ASMC,NOAA20,False,False,False,False
2019:1072,2019,LAPAN,Aqua,False,True,True,False
2019:1076,2019,LAPAN,Aqua,False,True,True,False
2019:1082,2019,LAPAN,Terra,False,False,False,False
2019:1083,2019,LAPAN,Aqua,False,False,True,False
2019:1084,2019,LAPAN,Aqua,False,False,False,False
2019:1085,2019,LAPAN,Aqua,False,False,False,False
2019:1086,2019,LAPAN,Aqua,False,False,True,False
2019:1087,2019,LAPAN,Aqua,False,False,False,False
2019:1088,2019,ASMC,NOAA20,False,False,False,False
2019:1089,2019,ASMC,NOAA20,False,False,False,False
2019:1090,2019,ASMC,NOAA20,False,False,False,False
2019:1091,2019,ASMC,NOAA20,False,False,False,False
2019:1092,2019,ASMC,NOAA20,False,False,False,False
2019:1093,2019,LAPAN,SNPP,False,False,True,True
2019:1094,2019,LAPAN,SNPP,False,False,True,False
2019:1099,2019,LAPAN,SNPP,False,False,True,False
2019:1100,2019,LAPAN,SNPP,False,False,True,True
2019:1102,2019,ASMC,NOAA20,False,False,False,False
2019:1110,2019,LAPAN,Terra,False,False,False,False
2019:1111,2019,LAPAN,Aqua,False,False,True,False
2019:1112,2019,LAPAN,Aqua,False,False,False,False
2019:1114,2019,LAPAN,SNPP,False,False,True,False
2019:1115,2019,LAPAN,SNPP,False,False,False,False
2019:1116,2019,LAPAN,SNPP,False,False,True,False
2019:1118,2019,LAPAN,Aqua,False,True,False,False
2019:1119,2019,LAPAN,SNPP,False,False,False,False
2019:1120,2019,LAPAN,SNPP,False,False,False,False
2019:1121,2019,LAPAN,SNPP,False,False,True,False
2019:1122,2019,LAPAN,SNPP,False,False,True,False
2019:1123,2019,LAPAN,Aqua,False,False,True,False
2019:1124,2019,LAPAN,SNPP,False,False,False,False
2019:1125,2019,LAPAN,SNPP,False,False,True,False
2019:1126,2019,LAPAN,SNPP,False,False,True,False
2019:1127,2019,LAPAN,SNPP,False,False,True,False
2019:1128,2019,LAPAN,Aqua,False,False,False,False
2019:1129,2019,LAPAN,Aqua,False,False,False,False
2019:1130,2019,LAPAN,SNPP,False,False,True,False
2019:1131,2019,LAPAN,SNPP,False,False,True,False
2019:1134,2019,LAPAN,SNPP,False,False,True,False
2019:1135,2019,LAPAN,SNPP,False,False,True,False
2019:1136,2019,LAPAN,SNPP,False,False,True,False
2019:1141,2019,LAPAN,Terra,False,False,False,False
2019:1142,2019,LAPAN,Terra,False,False,False,False
2019:1150,2019,LAPAN,Aqua,False,False,False,False
2019:1151,2019,LAPAN,SNPP,False,False,True,False
2019:1152,2019,LAPAN,SNPP,False,False,True,False
2019:1153,2019,LAPAN,SNPP,False,False,True,False
2019:1154,2019,LAPAN,SNPP,False,False,True,False
2019:1155,2019,LAPAN,SNPP,False,False,True,False
2019:1156,2019,LAPAN,SNPP,False,False,True,False
2019:1157,2019,LAPAN,SNPP,False,False,True,False
2019:1158,2019,LAPAN,SNPP,False,False,True,False
2019:1159,2019,LAPAN,SNPP,False,False,True,False
2019:1160,2019,LAPAN,SNPP,False,False,True,False
2019:1161,2019,LAPAN,SNPP,False,False,True,False
2019:1162,2019,LAPAN,SNPP,False,False,False,False
2019:1163,2019,LAPAN,SNPP,False,False,True,False
2019:1164,2019,LAPAN,SNPP,False,False,True,False
2019:1165,2019,LAPAN,SNPP,False,False,True,False
2019:1166,2019,LAPAN,SNPP,False,False,True,False
2019:1167,2019,LAPAN,SNPP,False,False,True,False
2019:1168,2019,LAPAN,SNPP,False,False,True,False
2019:1169,2019,LAPAN,SNPP,False,False,True,False
2019:1170,2019,LAPAN,SNPP,False,False,True,False
2019:1171,2019,LAPAN,SNPP,False,False,True,False
2019:1172,2019,LAPAN,SNPP,False,False,True,False
2019:1173,2019,LAPAN,SNPP,False,False,True,False
2019:1174,2019,LAPAN,SNPP,False,False,True,False
2019:1175,2019,LAPAN,SNPP,False,False,True,False
2019:1194,2019,LAPAN,SNPP,False,False,True,False
2019:1195,2019,LAPAN,SNPP,False,False,False,False
2019:1196,2019,LAPAN,SNPP,False,False,True,False
2019:1197,2019,LAPAN,SNPP,False,False,True,False
2019:1198,2019,LAPAN,SNPP,False,False,False,False
2019:1200,2019,LAPAN,Aqua,False,False,False,False
2019:1231,2019,LAPAN,SNPP,False,True,False,False
2019:1234,2019,LAPAN,Terra,False,False,False,False
2019:1235,2019,LAPAN,Aqua,False,False,False,False
2019:1236,2019,LAPAN,SNPP,False,False,True,True
2019:1237,2019,LAPAN,SNPP,False,False,True,False
2019:1238,2019,LAPAN,SNPP,False,False,True,True
2019:1239,2019,LAPAN,Aqua,False,False,False,False
2019:1240,2019,LAPAN,SNPP,False,False,True,True
2019:1241,2019,LAPAN,Aqua,False,False,True,False
2019:1242,2019,LAPAN,Terra,False,False,False,False
2019:1243,2019,LAPAN,Terra,False,False,False,False
2019:1245,2019,LAPAN,Terra,False,False,False,False
2019:1247,2019,LAPAN,SNPP,False,True,False,False
2019:1254,2019,LAPAN,SNPP,False,False,False,False
2019:1255,2019,LAPAN,SNPP,False,False,False,False
2019:1259,2019,LAPAN,SNPP,False,False,False,False
2019:1264,2019,LAPAN,SNPP,False,True,False,False
2019:1268,2019,LAPAN,SNPP,False,True,False,False
2019:1270,2019,LAPAN,SNPP,False,False,False,False
2019:1273,2019,LAPAN,SNPP,False,False,False,False
2019:1278,2019,LAPAN,SNPP,False,False,True,False
2019:1279,2019,LAPAN,SNPP,False,False,True,False
2019:1280,2019,LAPAN,SNPP,False,False,True,False
2019:1281,2019,LAPAN,SNPP,False,False,True,False
2019:1282,2019,LAPAN,SNPP,False,False,True,False
2019:1283,2019,LAPAN,SNPP,False,False,True,False
2019:1295,2019,LAPAN,Terra,False,False,False,False
2019:1296,2019,LAPAN,Terra,False,False,False,False
2019:1298,2019,LAPAN,Terra,False,False,False,False
2019:1301,2019,LAPAN,Terra,False,True,False,False
2019:1308,2019,LAPAN,Terra,False,True,False,False
