customer_index,sid,distance_km,delta_minutes,same_satellite,unknown_satellite,time_residual_minutes,candidate_count
190,876508,0.23778588810516343,383.0,True,False,-37.0,1
191,10028,0.04169124513474841,396.0,True,False,-24.0,1
192,876617,0.2942046330134523,383.0,True,False,-37.0,1
194,10106,0.018553542774383806,371.0,True,False,-49.0,1
196,10190,0.010511214184908248,374.0,True,False,-46.0,1
197,10184,0.019434404739936358,374.0,True,False,-46.0,1
200,10293,0.05525383130594569,409.0,True,False,-11.0,1
202,10639,0.08964406618209503,408.0,True,False,-12.0,1
207,10945,0.030634395459875778,361.0,True,False,-59.0,1
208,10998,0.021102317052845716,366.0,True,False,-54.0,1
214,11000,0.016468457672930478,366.0,True,False,-54.0,1
223,883326,0.36445433893574497,419.0,True,False,-1.0,2
228,11751,0.03562862919073428,378.0,True,False,-42.0,1
229,11752,0.03241510863141972,378.0,True,False,-42.0,1
236,887128,0.28690893347746194,396.0,True,False,-24.0,2
237,12288,0.04795990666357991,408.0,True,False,-12.0,1
239,12421,0.0078085693487171684,386.0,True,False,-34.0,1
240,12420,0.01153291970117354,386.0,True,False,-34.0,1
241,12431,0.016542142640065902,385.0,True,False,-35.0,1
242,888653,0.2910772666133583,415.0,True,False,-5.0,2
243,12487,0.03547258469730622,390.0,True,False,-30.0,1
244,12459,0.01923760653226714,391.0,True,False,-29.0,1
252,897090,0.2816168930428825,389.0,True,False,-31.0,2
253,896825,0.2357086518091783,389.0,True,False,-31.0,2
254,14314,0.02973380652996227,389.0,True,False,-31.0,1
255,14316,0.029291513625185357,389.0,True,False,-31.0,1
256,14311,0.030576181018301524,389.0,True,False,-31.0,1
257,14313,0.031178378325506653,389.0,True,False,-31.0,1
258,14312,0.029539897891119504,389.0,True,False,-31.0,1
259,14315,0.02254777169838395,389.0,True,False,-31.0,1
262,14567,0.017928085775548806,367.0,True,False,-53.0,1
263,14570,0.010840933388937832,367.0,True,False,-53.0,1
264,14569,0.008961300534740028,367.0,True,False,-53.0,1
265,14572,0.016701833545113485,367.0,True,False,-53.0,1
266,14574,0.011473435583303255,367.0,True,False,-53.0,1
267,14568,0.01774915613632191,367.0,True,False,-53.0,1
268,14659,0.013459692548711157,372.0,True,False,-48.0,1
269,899262,0.32185424464045115,408.0,True,False,-12.0,1
